Time,1Hash,AntPool,BTC.TOP,BTC.com,BTCC Pool,BW.COM,BitClub Network,BitFury,Bitcoin.com,F2Pool,GBMiners,SlushPool,Unknown,ViaBTC,others
2017-08-17 00:00:00 UTC,1.8340047572696512e+17,1.7423045194061683e+18,1.008702616498308e+18,6.87751783976119e+17,5.04351308249154e+17,5.04351308249154e+17,1.3755035679522382e+17,5.04351308249154e+17,1.3755035679522382e+17,8.25302140771343e+17,2.2925059465870637e+17,5.502014271808953e+17,6.419016650443779e+17,5.04351308249154e+17,9.170023786348256e+16
2017-08-18 00:00:00 UTC,1.835596627892687e+17,1.2390277238275638e+18,9.636882296436607e+17,1.009578145340978e+18,5.04789072670489e+17,1.835596627892687e+17,3.212294098812203e+17,3.212294098812203e+17,1.3766974709195154e+17,5.965689040651233e+17,4.5889915697317176e+16,3.212294098812203e+17,6.424588197624406e+17,2.7533949418390307e+17,9.177983139463435e+16
2017-08-19 00:00:00 UTC,1.374359367653092e+17,1.0994874941224736e+18,4.5811978921769734e+17,9.620515573571643e+17,8.70427599513625e+17,1.8324791568707894e+17,3.664958313741579e+17,3.2068385245238816e+17,4.5811978921769736e+16,7.329916627483158e+17,2.2905989460884867e+17,7.329916627483158e+17,4.5811978921769734e+17,2.2905989460884867e+17,9.162395784353947e+16
2017-08-20 00:00:00 UTC,9.352018480126848e+16,1.2157624024164902e+18,2.3380046200317117e+17,7.481614784101478e+17,6.546412936088794e+17,2.3380046200317117e+17,3.273206468044397e+17,1.402802772019027e+17,1.402802772019027e+17,4.2084083160570816e+17,4.676009240063424e+16,6.546412936088794e+17,8.416816632114163e+17,2.805605544038054e+17,4.676009240063424e+16
2017-08-21 00:00:00 UTC,4.545070476225922e+16,7.272112761961475e+17,1.8180281904903686e+17,3.636056380980737e+17,6.36309866671629e+17,4.545070476225921e+17,3.181549333358145e+17,4.09056342860333e+17,,4.999577523848514e+17,3.181549333358145e+17,2.7270422857355526e+17,7.272112761961475e+17,2.2725352381129606e+17,4.545070476225922e+16
2017-08-22 00:00:00 UTC,,4.09455271118704e+17,3.639602409944036e+17,2.729701807458027e+17,1.3648509037290134e+17,2.2747515062150224e+17,3.184652108701031e+17,5.459403614916054e+17,1.3648509037290134e+17,2.729701807458027e+17,2.729701807458027e+17,3.639602409944036e+17,4.09455271118704e+17,1.819801204972018e+17,1.3648509037290134e+17
2017-08-23 00:00:00 UTC,1.379635311133947e+17,1.1496960926116225e+18,1.609574529656272e+18,5.518541244535788e+17,8.737690303848333e+17,2.759270622267894e+17,2.759270622267894e+17,3.679027496357193e+17,,6.898176555669737e+17,,2.299392185223245e+17,6.438298118625087e+17,3.679027496357193e+17,1.3796353111339474e+17
2017-08-24 00:00:00 UTC,1.3318266195320821e+17,6.215190891149718e+17,2.2197110325534704e+17,8.434901923703187e+17,4.8833642716176346e+17,1.7757688260427763e+17,3.107595445574859e+17,3.107595445574859e+17,4.439422065106941e+16,4.439422065106941e+16,1.7757688260427763e+17,2.6636532390641642e+17,4.439422065106941e+17,3.5515376520855526e+17,4.439422065106941e+16
2017-08-25 00:00:00 UTC,1.3537756674898187e+17,7.220136893279034e+17,3.1588098908095776e+17,5.415102669959275e+17,4.061327002469456e+17,9.025171116598792e+16,4.512585558299396e+16,3.610068446639517e+17,4.512585558299396e+16,,1.8050342233197584e+17,4.5125855582993965e+17,8.573912560768852e+17,2.7075513349796374e+17,1.3537756674898187e+17
2017-08-26 00:00:00 UTC,,1.0823721401482286e+18,4.3294885605929146e+17,,3.463590848474332e+17,2.1647442802964573e+17,2.1647442802964573e+17,2.5976931363557485e+17,2.5976931363557485e+17,,3.463590848474332e+17,2.5976931363557485e+17,9.091925977245121e+17,2.1647442802964573e+17,
2017-08-27 00:00:00 UTC,,9.678774700000234e+17,9.678774700000234e+17,,5.279331654545582e+17,1.7597772181818608e+17,3.079610131818256e+17,2.639665827272791e+17,8.798886090909304e+16,6.599164568181978e+17,2.1997215227273258e+17,3.5195544363637216e+17,1.3638273440909422e+18,7.479053177272909e+17,1.7597772181818608e+17
2017-08-28 00:00:00 UTC,1.3484955196557419e+17,5.843480585174881e+17,6.292979091726796e+17,,4.49498506551914e+17,1.797994026207656e+17,1.3484955196557419e+17,5.3939820786229677e+17,8.98997013103828e+16,5.3939820786229677e+17,2.24749253275957e+17,3.595988052415312e+17,1.0338465650694022e+18,8.540471624486367e+17,4.49498506551914e+16
2017-08-29 00:00:00 UTC,4.324629371318725e+16,1.383881398821992e+18,1.037911049116494e+18,,2.594777622791235e+17,8.64925874263745e+16,2.1623146856593626e+17,2.1623146856593626e+17,1.2973888113956174e+17,4.324629371318725e+17,1.2973888113956174e+17,4.324629371318725e+17,1.2541425176824302e+18,8.216795805505578e+17,
2017-08-30 00:00:00 UTC,4.4768907565637256e+16,1.4326050421003922e+18,1.1639915967065687e+18,,4.9245798322200986e+17,4.4768907565637256e+16,3.133823529594608e+17,4.029201680907353e+17,8.953781513127451e+16,8.953781513127452e+17,2.238445378281863e+17,3.133823529594608e+17,1.4773739496660296e+18,5.819957983532844e+17,4.4768907565637256e+16
2017-08-31 00:00:00 UTC,,1.1430510432547724e+18,1.2749415482457078e+18,,3.0774451164551565e+17,8.792700332729019e+16,3.5170801330916077e+17,3.0774451164551565e+17,8.792700332729019e+16,5.715255216273862e+17,2.1981750831822547e+17,3.956715149728058e+17,1.6266495615548685e+18,7.034160266183215e+17,8.792700332729019e+16
2017-09-01 00:00:00 UTC,8.76502206002278e+16,1.2271030884031895e+18,1.2709281987033032e+18,,2.6295066180068346e+17,8.76502206002278e+16,4.382511030011391e+17,5.697264339014808e+17,1.753004412004556e+17,4.8207621330125306e+17,1.3147533090034173e+17,5.697264339014808e+17,1.3147533090034173e+18,8.765022060022781e+17,1.3147533090034173e+17
2017-09-02 00:00:00 UTC,1.7842231411846685e+17,1.248956198829268e+18,1.1151394632404177e+18,,2.6763347117770022e+17,1.7842231411846685e+17,4.014502067665504e+17,2.6763347117770022e+17,1.7842231411846685e+17,3.568446282369337e+17,1.7842231411846685e+17,2.2302789264808355e+17,1.6504064055958182e+18,9.813227276515676e+17,8.921115705923342e+16
2017-09-03 00:00:00 UTC,8.801119156156286e+16,7.480951282732842e+17,1.0121287029579729e+18,,5.2806714936937715e+17,1.3201678734234429e+17,3.0803917046547e+17,1.7602238312312573e+17,,8.361063198348471e+17,3.5204476624625146e+17,6.1607834093094e+17,1.23215668186188e+18,6.1607834093094e+17,1.3201678734234429e+17
2017-09-04 00:00:00 UTC,3.063253092309336e+17,1.0502582030774867e+18,1.4441050292315443e+18,,3.5008606769249555e+17,3.938468261540575e+17,2.1880379230780973e+17,4.8136834307718144e+17,2.6256455076937168e+17,7.001721353849911e+17,4.3760758461561944e+16,1.3128227538468584e+17,1.1377797200006106e+18,1.1377797200006106e+18,
2017-09-05 00:00:00 UTC,1.3294309179106477e+17,1.6396314654231322e+18,1.4180596457713574e+18,,8.862872786070984e+17,1.3294309179106477e+17,3.988292753731943e+17,1.3294309179106477e+17,2.215718196517746e+17,7.976585507463886e+17,1.3294309179106477e+17,2.215718196517746e+17,1.240802190049938e+18,1.152173462189228e+18,2.215718196517746e+17
2017-09-06 00:00:00 UTC,,1.1141865375479478e+18,1.3815913065594555e+18,,3.565396920153433e+17,2.2283730750958957e+17,3.565396920153433e+17,2.674047690115075e+17,8.913492300383582e+16,5.34809538023015e+17,8.913492300383582e+16,2.674047690115075e+17,1.7381309985747986e+18,7.576468455326044e+17,8.913492300383582e+16
2017-09-07 00:00:00 UTC,,1.1039070786646705e+18,1.2878915917754488e+18,,5.979496676100298e+17,2.2998064138847302e+17,4.5996128277694605e+17,9.199225655538922e+16,2.759767696661676e+17,5.519535393323352e+17,2.2998064138847302e+17,3.6796902622155686e+17,1.977833515940868e+18,7.819341807208082e+17,1.3798838483308382e+17
2017-09-08 00:00:00 UTC,1.3743329856550562e+17,6.871664928275281e+17,7.787886918711985e+17,,6.413553933056928e+17,4.122998956965168e+17,3.664887961746816e+17,4.58110995218352e+17,,8.704108909148687e+17,1.3743329856550562e+17,4.122998956965168e+17,2.244743876569925e+18,8.245997913930336e+17,4.58110995218352e+16
2017-09-09 00:00:00 UTC,,1.5541281172093857e+18,8.684833596170097e+17,,4.113868545554256e+17,3.656772040492672e+17,3.656772040492672e+17,3.1996755354310886e+17,1.371289515184752e+17,4.113868545554256e+17,1.371289515184752e+17,2.742579030369504e+17,1.8740956707524943e+18,9.14193010123168e+17,9.14193010123168e+16
2017-09-10 00:00:00 UTC,4.5978518325340936e+16,9.195703665068188e+17,7.35656293205455e+17,,5.057637015787503e+17,1.8391407330136374e+17,2.298925916267047e+17,2.7587110995204563e+17,1.3793555497602282e+17,3.678281466027275e+17,,5.977207382294322e+17,1.7012051780376148e+18,5.057637015787503e+17,1.3793555497602282e+17
2017-09-11 00:00:00 UTC,,1.1902218110000402e+18,1.05288852511542e+18,,5.4933314353848e+17,1.8311104784616e+17,3.2044433373078e+17,2.7466657176924e+17,1.8311104784616e+17,5.4933314353848e+17,9.155552392308e+16,4.577776196154e+17,1.69377719257698e+18,1.09866628707696e+18,3.2044433373078e+17
2017-09-12 00:00:00 UTC,1.841383874146264e+17,1.4270725024633544e+18,1.1048303244877582e+18,,9.206919370731319e+17,9.20691937073132e+16,3.2224217797559616e+17,2.7620758112193955e+17,4.60345968536566e+16,9.667265339267885e+17,1.3810379056096978e+17,1.841383874146264e+17,1.7953492772926072e+18,1.1968995181950715e+18,
2017-09-13 00:00:00 UTC,1.3709416447313083e+17,1.0967533157850467e+18,1.1424513706094236e+18,,5.0267860306814637e+17,1.8279221929750778e+17,2.7418832894626166e+17,5.0267860306814637e+17,2.7418832894626166e+17,7.311688771900311e+17,1.8279221929750778e+17,6.854708223656541e+17,1.9650163574482086e+18,8.68263041663162e+17,1.3709416447313083e+17
2017-09-14 00:00:00 UTC,1.3927671179423794e+17,1.485618259138538e+18,6.963835589711898e+17,,5.1068127657887245e+17,1.8570228239231725e+17,5.1068127657887245e+17,4.178301353827138e+17,1.3927671179423794e+17,5.1068127657887245e+17,1.3927671179423794e+17,4.178301353827138e+17,1.7177461121289344e+18,1.1606392649519826e+18,4.642557059807931e+16
2017-09-15 00:00:00 UTC,2.2694889640223805e+17,1.043964923450295e+18,8.170160270480571e+17,,8.170160270480571e+17,2.2694889640223805e+17,3.631182342435809e+17,4.538977928044761e+17,4.538977928044762e+16,6.354569099262666e+17,3.631182342435809e+17,3.631182342435809e+17,1.770201391937457e+18,9.531853648893999e+17,9.077955856089523e+16
2017-09-16 00:00:00 UTC,2.7561530068394486e+17,7.349741351571863e+17,1.1483970861831036e+18,,5.512306013678897e+17,2.296794172366207e+17,2.7561530068394486e+17,2.7561530068394486e+17,2.7561530068394486e+17,4.593588344732414e+17,1.3780765034197243e+17,7.349741351571863e+17,1.4240123868670484e+18,1.240268853077752e+18,
2017-09-17 00:00:00 UTC,1.3746190037811254e+17,1.1455158364842714e+18,1.4662602706998674e+18,,4.1238570113433766e+17,3.6656506767496685e+17,2.2910316729685424e+17,3.2074443421559597e+17,4.5820633459370856e+16,8.247714022686753e+17,2.2910316729685424e+17,4.582063345937085e+17,1.6495428045373507e+18,7.331301353499337e+17,4.5820633459370856e+16
2017-09-18 00:00:00 UTC,2.113433884347959e+17,9.510452479565815e+17,3.698509297608928e+17,,7.397018595217856e+17,1.5850754132609693e+17,2.113433884347959e+17,2.6417923554349488e+17,1.5850754132609693e+17,8.453735537391836e+17,1.0567169421739795e+17,6.340301653043877e+17,1.6907471074783672e+18,3.698509297608928e+17,
2017-09-19 00:00:00 UTC,3.274308855119715e+17,1.5825826133078625e+18,1.2005799135438956e+18,,6.54861771023943e+17,1.6371544275598576e+17,3.274308855119715e+17,3.820026997639668e+17,1.0914362850399051e+17,1.0368644707879098e+18,3.274308855119715e+17,2.1828725700798102e+17,1.8008698703158433e+18,2.7285907125997626e+17,1.0914362850399051e+17
2017-09-20 00:00:00 UTC,1.6599972870154576e+17,9.406651293087593e+17,6.63998914806183e+17,,6.086656719056677e+17,1.6599972870154576e+17,1.106664858010305e+17,3.319994574030915e+17,1.106664858010305e+17,6.086656719056677e+17,1.6599972870154576e+17,5.5333242900515245e+17,1.4386643154133965e+18,6.63998914806183e+17,
2017-09-21 00:00:00 UTC,3.241387723715001e+17,1.836786376771834e+18,1.8908095055004173e+18,,8.643700596573336e+17,1.6206938618575005e+17,2.160925149143334e+17,4.8620815855725024e+17,3.241387723715001e+17,5.942544160144169e+17,5.402312872858335e+16,3.7816190110008346e+17,1.4046013469431672e+18,9.724163171145005e+17,
2017-09-22 00:00:00 UTC,,1.3144612393095956e+18,3.286153098273989e+17,,9.310767111776302e+17,1.6430765491369946e+17,1.6430765491369946e+17,4.3815374643653184e+17,2.1907687321826592e+17,9.310767111776302e+17,2.738460915228324e+17,3.833845281319653e+17,1.8621534223552604e+18,5.476921830456648e+17,5.476921830456648e+16
2017-09-23 00:00:00 UTC,5.482180486387319e+16,2.028406779963308e+18,8.771488778219711e+17,,6.578616583664782e+17,2.7410902431936595e+17,3.289308291832391e+17,4.9339624377485875e+17,,1.0416142924135905e+18,5.482180486387319e+16,7.675052680942246e+17,2.028406779963308e+18,3.289308291832391e+17,1.6446541459161955e+17
2017-09-24 00:00:00 UTC,3.862413427976281e+17,1.2690786977636355e+18,1.2690786977636355e+18,,5.5177334685375443e+17,3.862413427976281e+17,2.207093387415018e+17,2.7588667342687722e+17,1.103546693707509e+17,8.276600202806317e+17,3.310640081122527e+17,2.7588667342687722e+17,1.5449653711905124e+18,5.5177334685375443e+17,
2017-09-25 00:00:00 UTC,1.64934776092212e+17,1.044586915250676e+18,9.896086565532719e+17,,5.4978258697404e+17,,3.84847810881828e+17,3.29869552184424e+17,2.19913034789616e+17,4.39826069579232e+17,1.64934776092212e+17,4.39826069579232e+17,1.869260795711736e+18,1.64934776092212e+17,1.09956517394808e+17
2017-09-26 00:00:00 UTC,1.0893038630650203e+17,1.0893038630650204e+18,1.0348386699117693e+18,,5.991171246857612e+17,1.0893038630650203e+17,3.267911589195061e+17,4.357215452260081e+17,,9.803734767585183e+17,1.6339557945975306e+17,4.357215452260081e+17,1.6339557945975304e+18,5.446519315325102e+17,5.4465193153251016e+16
2017-09-27 00:00:00 UTC,2.2124255886170912e+17,1.4380766326011092e+18,1.1062127943085457e+18,,7.743489560159818e+17,2.2124255886170912e+17,2.2124255886170912e+17,3.3186383829256365e+17,1.1062127943085456e+17,1.0509021545931183e+18,1.1062127943085456e+17,6.637276765851273e+17,1.4933872723165366e+18,3.3186383829256365e+17,5.531063971542728e+16
2017-09-28 00:00:00 UTC,2.734857760357285e+17,1.7503089666286625e+18,1.4221260353857884e+18,,5.46971552071457e+17,1.0939431041429141e+17,3.2818293124287424e+17,4.9227439686431136e+17,1.0939431041429141e+17,7.110630176928942e+17,2.734857760357285e+17,7.6576017290004e+17,1.859703277042954e+18,9.29851638521477e+17,1.0939431041429141e+17
2017-09-29 00:00:00 UTC,3.321157906085908e+17,1.7159315848110523e+18,1.1070526353619693e+18,,7.195842129852801e+17,2.7676315884049232e+17,4.981736859128862e+17,3.321157906085908e+17,2.2141052707239386e+17,6.088789494490831e+17,3.321157906085908e+17,5.5352631768098464e+17,1.3284631624343631e+18,1.2177578988981663e+18,1.1070526353619693e+17
2017-09-30 00:00:00 UTC,5.455108457602421e+16,1.527430368128678e+18,7.091640994883146e+17,,5.4551084576024205e+17,1.0910216915204842e+17,3.273065074561452e+17,2.1820433830409683e+17,5.455108457602421e+16,6.546130149122904e+17,2.1820433830409683e+17,3.818575920321695e+17,1.854736875584823e+18,7.63715184064339e+17,1.0910216915204842e+17
2017-10-01 00:00:00 UTC,2.1884418940002464e+17,1.5319093258001723e+18,,,5.471104735000616e+17,1.0942209470001232e+17,2.1884418940002464e+17,2.735552367500308e+17,5.471104735000616e+16,1.367776183750154e+18,3.282662841000369e+17,8.206657102500924e+17,1.1489319943501293e+18,3.282662841000369e+17,1.641331420500185e+17
2017-10-02 00:00:00 UTC,1.1116116908823587e+17,1.778578705411774e+18,9.448699372500047e+17,,7.225475990735332e+17,5.558058454411794e+16,1.667417536323538e+17,3.334835072647076e+17,1.667417536323538e+17,8.33708768161769e+17,1.667417536323538e+17,5.002252608970614e+17,1.5562563672353021e+18,9.448699372500047e+17,5.558058454411794e+16
2017-10-03 00:00:00 UTC,3.3699164935569837e+17,1.572627696993259e+18,1.6849582467784916e+18,,8.986443982818624e+17,1.123305497852328e+17,3.9315692424831475e+17,3.3699164935569837e+17,5.61652748926164e+16,9.548096731744788e+17,1.6849582467784918e+17,6.739832987113967e+17,2.1342804459194232e+18,8.424791233892458e+17,1.123305497852328e+17
2017-10-04 00:00:00 UTC,1.6618125253289194e+17,2.0495687812390008e+18,3.877562559100812e+17,,4.431500067543785e+17,5.539375084429731e+16,2.2157500337718925e+17,3.877562559100812e+17,,1.1078750168859462e+18,5.539375084429731e+16,3.877562559100812e+17,1.606418774484622e+18,5.539375084429731e+17,
2017-10-05 00:00:00 UTC,5.618815759858016e+16,1.7418328855559852e+18,3.3712894559148096e+17,,6.742578911829619e+17,1.1237631519716032e+17,1.6856447279574048e+17,5.6188157598580166e+17,5.618815759858016e+16,5.6188157598580166e+17,1.6856447279574048e+17,3.3712894559148096e+17,1.460892097563084e+18,7.30446048781542e+17,5.618815759858016e+16
2017-10-06 00:00:00 UTC,5.5689649439536e+16,2.060517029262832e+18,1.5036205348674721e+18,,4.45517195516288e+17,1.67068948318608e+17,3.34137896637216e+17,3.34137896637216e+17,,7.79655092153504e+17,2.22758597758144e+17,3.89827546076752e+17,1.782068782065152e+18,8.3534474159304e+17,
2017-10-07 00:00:00 UTC,5.565176750817114e+16,2.2260707003268457e+18,1.558249490228792e+18,,2.782588375408557e+17,2.2260707003268454e+17,2.2260707003268454e+17,3.339106050490269e+17,1.6695530252451344e+17,7.79124745114396e+17,5.565176750817114e+16,6.678212100980538e+17,1.2799906526879363e+18,8.904282801307382e+17,5.565176750817114e+16
2017-10-08 00:00:00 UTC,2.269426199403473e+17,1.9857479244780388e+18,1.0212417897315626e+18,,7.375635148061286e+17,1.1347130997017365e+17,2.8367827492543408e+17,3.9714958489560774e+17,2.269426199403473e+17,1.0212417897315626e+18,2.8367827492543408e+17,3.9714958489560774e+17,2.212690544418386e+18,1.3049200646569969e+18,1.1347130997017365e+17
2017-10-09 00:00:00 UTC,1.651276374304541e+17,1.8164040117349952e+18,1.7613614659248435e+18,,7.155530955319677e+17,1.651276374304541e+17,2.2017018324060544e+17,2.7521272905075683e+17,5.504254581015136e+16,6.05468003911665e+17,5.504254581015136e+16,3.852978206710596e+17,1.7613614659248435e+18,6.605105497218164e+17,2.2017018324060544e+17
2017-10-10 00:00:00 UTC,,1.5271776500799521e+18,9.615562981984883e+17,,5.090592166933174e+17,3.393728111288782e+17,2.8281067594073187e+17,3.959349463170246e+17,1.696864055644391e+17,1.1878048389510738e+18,2.8281067594073187e+17,5.090592166933174e+17,1.809988326020684e+18,1.0181184333866348e+18,5.6562135188146376e+16
2017-10-11 00:00:00 UTC,2.2387180960385987e+17,1.2872629052221942e+18,1.343230857623159e+18,,6.716154288115795e+17,2.2387180960385987e+17,2.2387180960385987e+17,2.2387180960385987e+17,5.596795240096497e+16,7.835513336135095e+17,2.2387180960385987e+17,3.9177566680675475e+17,1.343230857623159e+18,7.275833812125445e+17,5.596795240096497e+16
2017-10-12 00:00:00 UTC,2.2046683740348365e+17,1.4330344431226437e+18,7.716339309121928e+17,,4.960503841578382e+17,5.511670935087091e+16,5.511670935087092e+17,2.2046683740348365e+17,,9.921007683156764e+17,2.755835467543546e+17,8.818673496139346e+17,1.4881511524735148e+18,9.369840589648055e+17,1.1023341870174182e+17
2017-10-13 00:00:00 UTC,1.6557889869721533e+17,1.600596020739748e+18,6.071226285564562e+17,,6.071226285564562e+17,5.519296623240511e+16,2.2077186492962045e+17,1.6557889869721533e+17,1.1038593246481022e+17,8.830874597184818e+17,5.519296623240511e+16,6.071226285564562e+17,1.600596020739748e+18,8.830874597184818e+17,
2017-10-14 00:00:00 UTC,5.583458901367503e+16,1.507533903369226e+18,1.0050226022461505e+18,,5.0251130112307526e+17,1.1166917802735006e+17,3.9084212309572525e+17,2.2333835605470013e+17,5.583458901367503e+16,6.141804791504255e+17,5.583458901367503e+16,3.3500753408205024e+17,1.898376026464951e+18,7.816842461914505e+17,3.350075340820502e+17
2017-10-15 00:00:00 UTC,1.1763587375610051e+17,1.9409919169756585e+18,1.646902232585407e+18,,6.469973056585528e+17,1.764538106341508e+17,4.1172555814635174e+17,6.469973056585528e+17,2.3527174751220102e+17,9.999049269268543e+17,4.1172555814635174e+17,6.469973056585528e+17,1.9998098538537085e+18,1.2939946113171057e+18,2.9408968439025126e+17
2017-10-16 00:00:00 UTC,5.954457551399999e+16,1.8458818409339999e+18,1.3695252368219999e+18,,5.9544575514e+17,4.7635660411199994e+17,2.9772287757e+17,5.9544575514e+17,1.1908915102799998e+17,7.74079481682e+17,1.1908915102799998e+17,7.74079481682e+17,2.2031492940179996e+18,9.527132082239999e+17,1.78633726542e+17
2017-10-17 00:00:00 UTC,1.1892521126384805e+17,1.6054903520619487e+18,1.0108642957427084e+18,,1.1892521126384804e+18,5.9462605631924024e+16,5.351634506873162e+17,2.378504225276961e+17,1.1892521126384805e+17,8.324764788469364e+17,1.7838781689577206e+17,8.324764788469364e+17,2.0217285914854167e+18,8.919390844788603e+17,1.1892521126384805e+17
2017-10-18 00:00:00 UTC,3.047769683046977e+17,2.0115279908110047e+18,1.5238848415234885e+18,,6.705093302703348e+17,2.4382157464375814e+17,1.2191078732187907e+17,3.047769683046977e+17,1.8286618098281862e+17,7.314647239312745e+17,,6.095539366093955e+17,1.6457956288453676e+18,8.533755112531535e+17,
2017-10-19 00:00:00 UTC,1.739487472502882e+17,2.0873849670034583e+18,1.3915899780023055e+18,,6.957949890011528e+17,2.3193166300038426e+17,2.3193166300038426e+17,3.478974945005764e+17,5.798291575009606e+16,1.0436924835017292e+18,3.478974945005764e+17,8.117608205013449e+17,1.9134362197531704e+18,9.857095677516332e+17,
2017-10-20 00:00:00 UTC,,1.9707010349364419e+18,1.7915463953967654e+18,,1.015209624058167e+18,2.9859106589946086e+17,4.777457054391375e+17,4.1802749225924525e+17,2.3887285271956874e+17,4.1802749225924525e+17,2.9859106589946086e+17,5.971821317989217e+17,1.7318281822168732e+18,1.37351890313752e+18,5.9718213179892184e+16
